Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Disclaimers (product.metafields.custom.disclaimers),ISBN (Media) (product.metafields.custom.med_isbn),SpecficationXX (product.metafields.custom.specficationxx),Vintage (product.metafields.custom.vintage),Art style (product.metafields.shopify.art-style),Book cover type (product.metafields.shopify.book-cover-type),Color (product.metafields.shopify.color-pattern),Compatible string instrument (product.metafields.shopify.compatible-string-instrument),Condition (product.metafields.shopify.condition),Dispenser type (product.metafields.shopify.dispenser-type),Fastener finish (product.metafields.shopify.fastener-finish),Genre (product.metafields.shopify.genre),Handle material (product.metafields.shopify.handle-material),Hardware material (product.metafields.shopify.hardware-material),Instrument accessory material (product.metafields.shopify.instrument-accessory-material),Instrument material (product.metafields.shopify.instrument-material),Item condition (product.metafields.shopify.item-condition),Manufacturer type (product.metafields.shopify.manufacturer-type),Material (product.metafields.shopify.material),Media access (product.metafields.shopify.media-access),Media theme (product.metafields.shopify.media-theme),Model train accessory type (product.metafields.shopify.model-train-accessory-type),Model train theme (product.metafields.shopify.model-train-theme),Molding application (product.metafields.shopify.molding-application),Music genre (product.metafields.shopify.music-genre),Nut form (product.metafields.shopify.nut-form),Style (product.metafields.shopify.style),Suitable for material type (product.metafields.shopify.suitable-for-material-type),Target audience (product.metafields.shopify.target-audience),Washer form (product.metafields.shopify.washer-form),Diameter of Arbor (product.metafields.specs.diameter_of_arbor),Diameter of Loop (product.metafields.specs.diameter_of_loop),Inner Connection Type (product.metafields.specs.inner_connection_type),Length (product.metafields.specs.length),Outer Connection Type (product.metafields.specs.outer_connection_type),Thickness (product.metafields.specs.thickness),Width (product.metafields.specs.width),Tools_Used (product.metafields.thephonographshop.tools_used),Applications (product.metafields.tps.applications),Components (product.metafields.tps.components),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
victor-governor-bearing-grooved-5361wn-certified-original,"Victor Governor Bearing [Grooved] (5361WN) ""Certified Original""","<p>Governor Bearing [Grooved] for:</p>
<p>Used Generally</p>
<p><strong>Dimensions</strong></p>
<p>Length - 11/16""<br>Diameter - 3/16""<br>Diameter Hole - 3/32""<br>Material - Steel</p>
<p>Groove 9/32"" from Bearing End</p>
<!---->",The Phonograph Shop,Uncategorized,Governor Bearings,,TRUE,Title,Default Title,,,,,,,,GOV-BRNG-VIC-5361WN-O,3.6,shopify,25,deny,manual,3.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/GOV-BRNG-VIC-5361WN-O_1.jpg?v=1717025768,1,,FALSE,,,,,,,,,,,,,,,,,Certified Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2,active
victor-governor-bearing-grooved-5361wn-certified-original,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/GOV-BRNG-VIC-5361WN-O_2.jpg?v=1717025773,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-governor-bearing-grooved-5361wn-certified-original,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/GOV-BRNG-VIC-5361WN-O_3.jpg?v=1717025782,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-taper-tube-sound-box-crook-plug-717ng-certified-original,Victor Taper Tube Crook Plug (717NG-O),"<p>Taper Tube Crook Plug for:</p>
<ul>
<li>VIC-0</li>
<li>VIC-1</li>
<li>VIC-2</li>
<li>VIC-3</li>
<li>VIC-4</li>
<li>VIC-5</li>
<li>VV-IV</li>
<li>VV-VI</li>
<li>VV-VIII</li>
<li>VV-IX</li>
<li>VV-X</li>
<li>VV-XI</li>
<li>VV-XIV</li>
<li>VV-XXV</li>
</ul>
<p><strong>Dimensions</strong></p>
<ul>
<li>Diameter: 7/8""</li>
<li>Thickness: 5/16""</li>
<li>Length Slot: 21/32""</li>
<li>Diameter Threads: 21/32""</li>
<li>Threads: ?</li>
<li>Material: Nickeled Brass</li>
</ul>
<!---->",The Phonograph Shop,Uncategorized,Crook Plugs,Original Parts,TRUE,Title,Default Title,,,,,,,,ARM-SCRK-PLG-VIC-717NG-O,18.5,shopify,0,deny,manual,4.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-SB-CRK-PLG-VIC-717NG-O_1.jpg?v=1717022626,1,,FALSE,,,,,,,,,,,,,,,,,Certified Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.5,active
victor-taper-tube-sound-box-crook-plug-717ng-certified-original,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-SB-CRK-PLG-VIC-717NG-O_2.jpg?v=1717022636,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-taper-tube-sound-box-crook-plug-717ng-certified-original,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/ARM-SB-CRK-PLG-VIC-717NG-O_3.jpg?v=1717022644,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main-spring-7-8-x-0-025-x-11-6,"Main Spring 7/8"" x 0.025"" X 11' 6""",,The Phonograph Shop,Hardware > Hardware Accessories > Springs,Main Springs,,TRUE,Title,Default Title,,,,,,,,SPB-MS-HQ22-R,0,,-3,deny,manual,40.99,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,28,active
victor-turntable-spindle-bracket-thrust-screw-3024pf-certified-original,"Victor Turntable Spindle Bracket Thrust Screw (3024PF) ""Certified Original""","<p>Turntable Spindle Bracket Thrust Screw for:</p>
<p>VIC-0<br>VIC-1<br>VIC-2<br>VIC-3<br>VIC-4<br>VIC-5<br>VIC-6<br>VV-IX<br>VV-X<br>VV-XI<br>VV-XII<br>VV-XIV<br>VV-XVI<br>VV-XXV</p>
<p><strong>Dimensions</strong></p>
<p>Diameter of Head - 1/2""<br>Thickness of Head - 11/64""<br>Diameter of Threads - 1/4""<br>Length End to Head - 17/64""<br>Threads - ?<br>Head Style - Fillister<br>Drive Type - Slotted<br>Material - Steel</p>
<p>Threads are Larger than Threads</p>
<!---->",The Phonograph Shop,Hardware > Hardware Accessories > Hardware Fasteners > Screws,Thrust Screws,,TRUE,Title,Default Title,,,,,,,,TBL-SPNDL-BRKT-THRST-SC-VIC-3024PF-O,5,shopify,4,deny,manual,2.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/TBL-SPNDL-BRCKT-SC-VIC-3024PF-O_1.jpg?v=1716853702,1,,FALSE,,,,,,,,,,,,,,,,,Certified Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,1.5,active
victor-turntable-spindle-bracket-thrust-screw-3024pf-certified-original,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/TBL-SPNDL-BRCKT-SC-VIC-3024PF-O_2.jpg?v=1716853708,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-turntable-spindle-bracket-thrust-screw-3024pf-certified-original,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/TBL-SPNDL-BRCKT-SC-VIC-3024PF-O_3.jpg?v=1716853713,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-door-stop-3800bl-certified-original,"Victor Door Stop (3800BL) ""Certified Original""","<div>Door Stop for:</div>
<div><br></div>
<div>VV-IV<br>VV-VIII<br>VV-IX<br>VV-X<br>VV-XI<br>VV-80<br>VV-90<br>VV-100<br>VV-105<br>VV-107<br>VV-210<br>VV-215<br>VV-240<br>VV-260<br>VV-280<br>VV-300<br>VV-350<br>VV-360<br>VV-370<br>VE-300<br>VE-350<br>VE-360<br>VE-370<br>
</div>
<div><br></div>
<div><strong>Dimensions</strong></div>
<div><br></div>
<div>Length - 2""</div>
<div>Width - 5/8""</div>
<div>Thickness - 3/32""</div>
<div>Material - Blued Steel</div>
<div><br></div>
<div>Holes Countersunk 1 1/4"" Apart</div>
<div><br></div>
<div><span style=""text-decoration: underline;""><em>Takes</em></span></div>
<ul>
<li><a href=""https://thephonographshop.com/products/victor-door-stop-flat-head-wood-screw-1909pf-certified-original?_pos=1&amp;_sid=e15229d0b&amp;_ss=r"" title='Victor Door Stop Flat Head Wood Screw (1909PF) ""Certified Original""'><span> Victor Door Stop Flat Head Wood Screw (1909PF) ""Certified Original""</span></a></li>
<li><span> Victor Door Stop Flat Head Wood Screw (1909PF)</span></li>
<li><span>Victor Door Stop Flat Head Wood Screw (1909WN) ""Certified Original""</span></li>
<li>
<span>Victor Door Stop Flat Head Wood Screw (1909WN)</span><span></span>
</li>
</ul>
<!---->",The Phonograph Shop,Hardware > Building Materials > Door Hardware > Door Stops,Door Stops,,TRUE,Title,Default Title,,,,,,,,CAB-DR-STP-VIC-3800BL-O,7.087380781,shopify,2,deny,manual,2.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/CAB-DR-STP-VIC-3800BL-O_1.jpg?v=1716847531,1,,FALSE,,,,,,,,,,,,,,,,,Certified Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,1.5,active
victor-door-stop-3800bl-certified-original,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/CAB-DR-STP-VIC-3800BL-O_2.jpg?v=1716847559,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-door-stop-flat-head-wood-screw-1909pf-certified-original,"Victor Door Stop Flat Head Wood Screw (1909PF) ""Certified Original""","<p>Flat Head Wood Screw for:</p>
<p>VV-VIII</p>
<p><strong>Dimensions</strong></p>
<p>Length - 5/8""<br>Diameter of Head -13/64""<br>Length of Threads - 7/16""<br>Head Style - Flat<br>Drive Type - Slotted<br>Thread Type - Wood<br>Material - Steel</p>
<p><span style=""text-decoration: underline;""><em>Used With:</em></span></p>
<ul>
<li><a title='Victor Door Stop (3800BL) ""Certified Original""' href=""https://thephonographshop.com/products/victor-door-stop-3800bl-certified-original?_pos=1&amp;_psq=3800&amp;_ss=e&amp;_v=1.0"">Victor Door Stop (3800BL) ""Certified Original""</a></li>
</ul>
<!---->",The Phonograph Shop,Hardware > Hardware Accessories > Hardware Fasteners > Screws,Flat Head Wood Screws,VV-VIII,TRUE,Title,Default Title,,,,,,,,CAB-FLT-WD-SC-VIC-1909PF-O,3.6,shopify,4,deny,manual,0.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/CAB-FLT-WD-SC-VIC-1909PF-O_1.jpg?v=1716847063,1,,FALSE,,,,,,,,,,,,,,,,,Certified Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.5,active
edison-diamond-disc-record,Edison Diamond Disc Record,"<p>Edison Diamond Disc Record</p>
<p><em>Thomas Edison introduced the Diamond Disc record in 1912 as means to compete with the success of 78 RPM records (laterally recorded). These records require an Edison Diamond Disc machine or an adapter to play vertically recorded records.</em></p>
<ul>
<li>Title / Performer:
<ul>
<li>Track A - Ameriaca (My Country 'tis of Thee) / Mixed Quartet (Metropolitain Quartet)</li>
<li>Track B - The Star-Spangled Banner / Baritone and Chorus (Thomas Chalmers)</li>
</ul>
</li>
<li>Date Recorded - 04 or 05/1914</li>
<li>Take - C</li>
<li>Label Style - Etched</li>
<li>Condition - OW</li>
<li>Playback Speed - 80 RPMs</li>
<li>Recording Method - Vertical</li>
</ul>
<p>Condition Notes:</p>
<p><strong>The Phonograph Shop</strong> only sells quality and playable records, for this reason we do not use standard grading models. We do not sell records with thousands of scratches, needle drops, chips, cracks or that have turned grey from excessive play, with the exception of <em><strong><span style=""color: rgb(0, 170, 255);"">Ah, Man!</span></strong></em> (see grading chart below).  We also reuse pictures for efficiency when listing duplicate items, so you may not receive the one pictured, but it will be of the same grade. Please keep in mind that record grading is somewhat subjective and requires experience. All record grading decisions are at the discretion of <strong>The Phonograph Shop. </strong>We will not debate nuances in personal opinions or other grading systems.<strong> </strong>If you are a serious collector and feel our grading may be at odds with yours, please reach out before ordering. The following describes our grading.</p>
<p><em>Grading Scale:</em></p>
<ul>
<li>
<span style=""color: rgb(0, 170, 255);""><strong><em>Holy Grail (HG):</em></strong></span> Extremely rare, but records that are cosmetically perfect.</li>
<li>
<span style=""color: rgb(0, 170, 255);""><strong><em>Oh, Wow (OW):</em></strong></span> Record is in a condition that anyone should love to add it to their collection.  </li>
<li>
<span style=""color: rgb(0, 170, 255);""><em><strong>Desirable (DE)</strong></em>:</span> These records retain most of their original glossy appearance but may contain a few light scratches.</li>
<li>
<span style=""color: rgb(0, 170, 255);""><strong><em>Daily Player (DP):</em></strong></span> These records are very playable but may contain more than a few light scratches.</li>
<li>
<span style=""color: rgb(0, 170, 255);""><strong>Ah, Man! (AM):</strong></span> These records are not good playing records. The only time we will offer this grade of record is if it is historically important or considered extremally rare. Example: Blind Lemon Jefferson with grooves so worn it is unrecognizable when played.<br>
</li>
</ul>
<p><em>Shipping:</em></p>
<ul>
<li>Records will be shipped in a 12"" x 12"" x 4"" box</li>
<li>Layered between cardboard protectors</li>
<li>Surrounded by peanuts or wadded paper.</li>
<li>Media mail (unless you order non record items</li>
</ul>
<!---->",The Phonograph Shop,Media > Music & Sound Recordings > Records & LPs,Edison Diamond Disc,,FALSE,Title,Default Title,,,,,,,,REC-DD-EDN-80172C-EX,396.8933238,shopify,-1,deny,manual,19.99,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,10,draft
edison-diamond-disc-record-the-star-spangled-banner-america-80172,Edison Diamond Disc Record The Star Spangled Banner / America (80172),"<p>Edison Diamond Disc Record</p>
<p><em>Thomas Edison introduced the Diamond Disc record in 1912 as means to compete with the success of 78 RPM records (laterally recorded). These records require an Edison Diamond Disc machine or an adapter to play vertically recorded records.</em></p>
<ul>
<li>Title / Performer:
<ul>
<li>Track A - Ameriaca (My Country 'tis of Thee) / Mixed Quartet (Metropolitain Quartet)</li>
<li>Track B - The Star-Spangled Banner / Baritone and Chorus (Thomas Chalmers)</li>
</ul>
</li>
<li>Date Recorded - 04 or 05/1914</li>
<li>Take - C</li>
<li>Label Style - Etched</li>
<li>Condition - OW</li>
<li>Playback Speed - 80 RPMs</li>
<li>Recording Method - Vertical</li>
</ul>
<p>Condition Notes:</p>
<p><strong>The Phonograph Shop</strong> only sells quality, playable records, for this reason we do not use standard grading models. We do not sell records with thousands of scratches, needle drops, chips, cracks or that have turned grey from excessive play, with the exception of <em><strong><span style=""color: rgb(0, 170, 255);"" data-mce-style=""color: rgb(0, 170, 255);"">Ah, Man!</span></strong></em> (see grading chart below).  We also reuse pictures for efficiency when listing duplicate items, so you may not receive the one pictured, but it will be of the same grade. Please keep in mind that record grading is somewhat subjective and requires experience. All record grading decisions are at the discretion of <strong>The Phonograph Shop. </strong>We will not debate nuances in personal opinions or other grading systems.<strong> </strong>If you are a serious collector and feel our grading may be at odds with yours, please reach out before ordering. The following describes our grading.</p>
<p><em>Grading Scale:</em></p>
<ul>
<li>
<span style=""color: rgb(0, 170, 255);"" data-mce-style=""color: rgb(0, 170, 255);""><strong><em>Holy Grail (HG):</em></strong></span> Extremely rare, but records that are cosmetically perfect.</li>
<li>
<span style=""color: rgb(0, 170, 255);"" data-mce-style=""color: rgb(0, 170, 255);""><strong><em>Oh, Wow (OW):</em></strong></span> Record is in a condition that anyone should love to add it to their collection.  </li>
<li>
<span style=""color: rgb(0, 170, 255);"" data-mce-style=""color: rgb(0, 170, 255);""><em><strong>Desirable (DE)</strong></em>:</span> These records retain most of their original glossy appearance but may contain a few light scratches.</li>
<li>
<span style=""color: rgb(0, 170, 255);"" data-mce-style=""color: rgb(0, 170, 255);""><strong><em>Daily Player (DP):</em></strong></span> These records are very playable but may contain more than a few light scratches.</li>
<li>
<span style=""color: rgb(0, 170, 255);"" data-mce-style=""color: rgb(0, 170, 255);""><strong>Ah, Man! (AM):</strong></span> These records are not good playing records. The only time we will offer this grade of record is if it is historically important or considered extremally rare. Example: Blind Lemon Jefferson with grooves so worn it is unrecognizable when played.</li>
</ul>
<p><em>Shipping:</em></p>
<ul>
<li>Records will be shipped in a 12"" x 12"" x 4"" box</li>
<li>Layered between cardboard protectors</li>
<li>Surrounded by peanuts or wadded paper.</li>
<li>Media mail (unless you order non record items</li>
</ul>
<!---->",The Phonograph Shop,Media > Music & Sound Recordings > Records & LPs,Edison Diamond Disc,,TRUE,Title,Default Title,,,,,,,,REC-DD-EDN-80172C-EX,396.8933238,shopify,-1,deny,manual,19.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/REC-DD-EDN-80172-EX_1.jpg?v=1716751121,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,10,active
edison-diamond-disc-record-the-star-spangled-banner-america-80172,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/REC-DD-EDN-80172-EX_2.jpg?v=1716751301,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edison-diamond-disc-record-the-star-spangled-banner-america-80172,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/REC-DD-EDN-80172-EX_3.jpg?v=1716751306,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edison-diamond-disc-record-the-star-spangled-banner-america-80172,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/REC-DD-EDN-80172-EX_4.jpg?v=1716751309,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main-spring-3-4-0-75-x-025-x-10-5-pear-pear-arbor-7-16-vc225,"Main Spring 3/4"" (0.75) x .025"" x 10.5' Pear/Pear Arbor 7/16"" (VC225)","<p>Main Spring for:<br></p>
<p>Garrard Junior<br><br><strong>Dimensions</strong></p>
<p>Width - 3/4"" (0.75)<br>Thickness - 0.025""<br>Length - 10.5'<br>Outer Connection- Pear<br>Inner Connection - Pear<br>Diameter of Arbor - 7/16""</p>",The Phonograph Shop,Hardware > Hardware Accessories > Springs,Main Springs,,TRUE,Title,Default Title,,,,,,,,SPB-MS-VC225-R,283.4952313,,-2,continue,manual,40.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/MainSpringConnections_PearPear_15eb83ea-540e-4609-9fe4-badfc71b8f46.png?v=1716422613,1,,FALSE,,,,,,,,,,,,,,,,,Reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,20,active
heineman-intermediate-shaft-for-motor-44-p5263-certified-original,"Heineman Intermediate Shaft for Motor #44 (P5263) ""Certified Original""","<p>Intermediate Shaft for:</p>
<p>#44</p>
<p><strong>Dimensions</strong></p>
<p>Length - 4 1/8""<br>Diameter - 3/8""<br>Length of the Long Bearing - ~13/32""<br>Diameter of the Long Bearing - 1/4""<br>Length of Short Bearing - 11/64""<br>Diameter of the Short Bearing - 1/4""<br>Material - Steel</p>
<!---->",The Phonograph Shop,,Intermediate Shafts,,TRUE,Title,Default Title,,,,,,,,,52.73011301,shopify,0,deny,manual,0,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,active
heineman-winding-gear-for-motor-44-f186-certified-original,"Heineman Intermediate Winding Gear for Motor #44 (F186) ""Certified Original""","<p>Winding Gear for:</p>
<p>#44</p>
<p><strong>Dimensions</strong></p>
<p>Diameter of Large Gear - 1 7/32""<br>Thickness of Large Gear - 1/4""<br>Diameter of Recess on Large Gear - 51/64""<br>Depth of Recess on Large Gear - 5/64""<br>Number of Teeth on Large Gear - 34<br>Diameter of Bevel Gear - 1 1/16""<br>Thickness of Bevel Gear - 7/32""<br>Number of Teeth on Bevel Gear - 22<br>Inside Diameter - 3/8""<br>Material - Steel</p>
<!---->",The Phonograph Shop,,Winding Gears,Original Parts,TRUE,Title,Default Title,,,,,,,,MOV-INT-GR-HMN-F186-O,28.34952313,shopify,22,deny,manual,18.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/MOV-INT-GR-HMN-F186-O_1.jpg?v=1715896562,1,,FALSE,,,,,,,,,,,,,,,,,Certified Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,9.5,active
heineman-winding-gear-for-motor-44-f186-certified-original,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/MOV-INT-GR-HMN-F186-O_2.jpg?v=1715896567,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heineman-winding-gear-for-motor-44-f186-certified-original,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/MOV-INT-GR-HMN-F186-O_3.jpg?v=1715896573,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heineman-intermediate-winding-gear-for-motor-77-gl505-certified-original,"Heineman Intermediate Winding Gear for Motor #77 (GL505) ""Certified Original""","<p>Intermediate Winding Gera for:</p>
<p>#77 (New Type)</p>
<p><strong>Dimensions</strong></p>
<p>Diameter of Gear - 1 19/64""<br>Thickness of Gear - 3/16""<br>Number of Teeth - 32<br>Diameter of Collar - 9/16""<br>Width of Collar - 3/16""<br>Width of Pin Slots - 5/64""<br>Inside Diameter - 3/8""<br>Material - Steel</p>
<p><em>Used with:</em></p>
<ul>
<li> <a title='Heineman Intermediate Winding Shaft for New Style #77 Motor (S453) ""Certified Original""' href=""https://thephonographshop.com/products/heineman-intermediate-winding-shaft-for-new-style-77-motor-s453-certified-original?_pos=1&amp;_psq=s453&amp;_ss=e&amp;_v=1.0"">Heineman Intermediate Winding Shaft for New Style #77 Motor (S453) ""Certified Original""</a>
</li>
</ul>",The Phonograph Shop,,Winding Gears,Original Parts,TRUE,Title,Default Title,,,,,,,,MOV-INT-GR-HMN-GL505-O,20.69515188,shopify,5,deny,manual,14.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/MOV-INT-GR-HMN-GL505-O_1.jpg?v=1715719900,1,,FALSE,,,,,,,,,,,,,,,,,Certified Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,7,active
heineman-intermediate-winding-gear-for-motor-77-gl505-certified-original,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/MOV-INT-GR-HMN-GL505-O_2.jpg?v=1715719904,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heineman-intermediate-winding-gear-for-motor-77-gl505-certified-original,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/MOV-INT-GR-HMN-GL505-O_3.jpg?v=1715719907,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heineman-intermediate-bevel-gear-for-motor-77-gl508-certified-original,"Heineman Intermediate Bevel Gear for Motor #77 (GL508) ""Certified Original""","<p>Intermediate Bevel Gera for:</p>
<p>#77 (New Type)</p>
<p><strong>Dimensions</strong></p>
<p>Diameter of Gear - 1 1/6""<br>Number of Teeth - 22<br>Diameter of Collar - 11/16""<br>Width of Collar - 1/4""<br>Width of Pin Slots - 1/8""<br>Inside Diameter - 3/8""<br>Material - Steel</p>
<p><em>Used with:</em></p>
<ul>
<li> <a title='Heineman Intermediate Winding Shaft for New Style #77 Motor (S453) ""Certified Original""' href=""https://thephonographshop.com/products/heineman-intermediate-winding-shaft-for-new-style-77-motor-s453-certified-original?_pos=1&amp;_psq=s453&amp;_ss=e&amp;_v=1.0"">Heineman Intermediate Winding Shaft for New Style #77 Motor (S453) ""Certified Original""</a>
</li>
</ul>",The Phonograph Shop,,Intermediate Gears,,TRUE,Title,Default Title,,,,,,,,MOV-INT-BVL-GR-HMN-GL508-O,20.41165665,shopify,5,deny,manual,14.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/MOV-INT-BVL-GR-HMN-GL508-O_1.jpg?v=1715699505,1,,FALSE,,,,,,,,,,,,,,,,,Certified Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,7,active
heineman-intermediate-bevel-gear-for-motor-77-gl508-certified-original,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/MOV-INT-BVL-GR-HMN-GL508-O_2.jpg?v=1715699511,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heineman-intermediate-bevel-gear-for-motor-77-gl508-certified-original,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0554/0236/4972/files/MOV-INT-BVL-GR-HMN-GL508-O_3.jpg?v=1715699516,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
